rpm_limit,hardware,target,placement,online,temporal_std,temporal_rms,temporal_pp,temporal_max,temporal_margin,temporal_shape,temporal_impulse,temporal_crest,temporal_skewness,temporal_kurtosis,spectral_flux,spectral_noisiness,spectral_roll_off,spectral_entropy,spectral_negentropy,spectral_std,spectral_roll_on,spectral_energy,spectral_skewness,spectral_kurtosis,spectral_centroid
False,shaft,fault,A,False,1.0,2.0,3.5568933044900626,3.634241185664279,5.241482788417794,5.848035476425731,6.649399761150975,7.651724731089557,9.321697517861576,9.654893846056302,1.5874010519681994,2.2894284851066637,2.519842099789746,3.5568933044900626,5.848035476425731,6.000000000000001,6.2316796843697535,7.651724731089557,7.883735163105242,9.622602989987483,9.654893846056302
False,shaft,fault,A,True,1.0,2.0,4.7176939803165325,6.0731779437513245,4.820284528350459,3.5568933044900626,6.214465011907715,7.55952629936924,9.321697517861576,8.434326653017493,1.5874010519681994,1.2599210498948732,5.943921952763129,3.0000000000000004,4.0,6.257324745675973,10.656022367666111,9.28317766722556,5.646216173286171,8.320335292207616,9.622602989987483
False,shaft,fault,B,False,2.0,3.1072325059538586,4.217163326508746,4.578856970213327,3.8258623655447774,9.321697517861576,7.230426792525691,7.268482371328559,2.7589241763811208,5.848035476425733,4.578856970213327,3.77976314968462,5.848035476425733,2.6207413942088964,6.603854497789252,4.641588833612778,8.138223044397703,7.398636222991413,7.651724731089557,10.656022367666111,1.0
False,shaft,fault,B,True,3.3019272488946263,4.610436292058446,6.542132620377179,5.646216173286171,4.160167646103808,7.113786608980125,2.8844991406148166,1.8171205928321397,4.308869380063767,9.654893846056302,3.4760266448864496,3.1748021039363987,6.910423230011186,2.6207413942088964,5.943921952763129,6.463304070095649,7.958114415792782,10.656022367666111,6.3496042078727974,9.654893846056297,1.0
False,shaft,anomaly_60,A,False,1.5874010519681994,2.620741394208897,1.5874010519681994,4.308869380063767,7.113786608980125,8.276772529143365,7.611662611020245,7.268482371328559,4.217163326508746,9.28317766722556,9.461524902909401,4.578856970213327,2.0800838230519045,4.999999999999999,7.113786608980125,2.2894284851066637,5.039684199579492,1.5874010519681994,9.654893846056302,9.622602989987483,7.318611420045943
False,shaft,anomaly_60,A,True,3.3019272488946263,4.481404746557165,2.0,4.820284528350459,4.160167646103808,8.143252849784718,6.257324745675973,6.6038544977892535,2.924017738212866,6.214465011907718,5.646216173286171,4.217163326508746,3.634241185664279,3.0365889718756627,4.7176939803165325,2.620741394208897,7.999999999999998,2.7144176165949068,8.706587691173613,8.849344009597909,7.343420462049963
False,shaft,anomaly_60,B,False,1.2599210498948732,2.2894284851066637,4.0,3.5568933044900626,7.611662611020245,5.593444710406984,7.113786608980125,7.268482371328559,9.28317766722556,4.326748710922226,5.604078661310775,5.646216173286171,3.659305710022972,3.77976314968462,7.999999999999998,1.2599210498948732,10.656022367666111,4.217163326508746,9.000000000000002,8.879040017426007,2.519842099789746
False,shaft,anomaly_60,B,True,1.5874010519681994,2.7144176165949063,5.039684199579492,4.481404746557165,5.517848352762241,5.313292845913055,4.379519139887889,3.634241185664279,9.654893846056302,8.276772529143365,4.93242414866094,4.308869380063767,5.943921952763132,3.1072325059538586,8.242570599617114,1.2599210498948732,9.165656454330225,5.451361778496419,8.320335292207616,10.28827647810178,2.2894284851066637
False,shaft,anomaly_90,A,False,2.0800838230519045,3.1748021039363987,1.5874010519681994,2.7144176165949063,9.321697517861576,8.879040017426007,7.999999999999998,6.649399761150975,4.217163326508746,6.868285455319991,6.603854497789252,2.8844991406148166,2.924017738212866,7.133492489728308,5.428835233189813,3.5568933044900626,5.848035476425733,1.5874010519681994,7.611662611020245,9.622602989987483,7.651724731089557
False,shaft,anomaly_90,A,True,4.160167646103808,4.379519139887889,2.0800838230519045,1.5874010519681994,5.738793548317167,10.000000000000002,6.3496042078727974,7.958114415792782,3.6840314986403864,5.646216173286171,5.1924941018511035,1.8171205928321397,5.593444710406984,6.036810736797687,3.3019272488946263,4.308869380063767,8.40611799196616,2.0,7.55952629936924,9.966554934125964,6.9520532897729
False,shaft,anomaly_90,B,False,2.0800838230519045,3.1748021039363987,4.762203155904598,4.999999999999999,7.651724731089557,3.4199518933533946,9.000000000000002,7.368062997280775,7.318611420045943,1.8171205928321397,7.999999999999998,4.641588833612778,7.113786608980125,3.0000000000000004,7.611662611020245,1.0,10.322801154563672,3.1748021039363987,8.276772529143365,8.987637347075681,2.7144176165949063
False,shaft,anomaly_90,B,True,1.0,2.0,6.214465011907718,5.129927840030091,7.368062997280772,4.93242414866094,6.868285455319992,6.214465011907718,6.649399761150975,5.517848352762241,8.849344009597905,3.419951893353394,5.738793548317167,3.77976314968462,6.868285455319991,1.5874010519681994,8.193212706006461,3.1748021039363983,7.651724731089557,10.322801154563672,2.7144176165949063
False,bearings,fault,A,False,1.0,2.0,3.0000000000000004,4.641588833612778,7.318611420045943,5.646216173286171,8.320335292207616,9.321697517861576,4.578856970213327,8.879040017426007,10.322801154563672,8.706587691173613,2.2894284851066637,8.895920362277263,6.214465011907715,3.3019272488946263,4.610436292058446,6.868285455319992,1.9129311827723892,4.481404746557165,3.9148676411688634
False,bearings,fault,A,True,2.2894284851066637,3.3019272488946263,1.5874010519681994,3.419951893353394,6.999999999999999,6.868285455319991,7.268482371328559,7.398636222991413,3.4199518933533932,10.000000000000002,9.966554934125964,10.322801154563672,3.3019272488946263,9.252130018365486,3.9148676411688634,1.5874010519681994,6.0731779437513245,7.958114415792782,1.8171205928321397,4.160167646103808,5.593444710406984
False,bearings,fault,B,False,2.0800838230519045,3.1748021039363987,1.4422495703074085,2.519842099789746,5.646216173286171,9.321697517861576,6.999999999999999,7.268482371328559,5.848035476425731,9.654893846056297,6.9520532897729,4.308869380063767,1.5874010519681994,7.318611420045943,7.55952629936924,4.641588833612778,1.2599210498948732,6.240251469155714,10.656022367666111,10.322801154563672,3.77976314968462
False,bearings,fault,B,True,3.0000000000000004,4.0,1.0,2.0,5.313292845913055,9.321697517861576,6.316359597656378,7.651724731089554,6.542132620377179,9.654893846056302,8.320335292207616,5.646216173286171,2.8844991406148166,7.318611420045943,3.634241185664279,4.641588833612778,1.0,8.276772529143365,10.000000000000002,11.000000000000002,2.6207413942088964
False,bearings,anomaly_60,A,False,4.326748710922226,5.848035476425733,7.999999999999998,6.868285455319991,3.3019272488946263,1.4422495703074085,4.578856970213327,6.299605249474365,3.0365889718756627,6.257324745675973,1.4422495703074085,3.3019272488946263,3.659305710022972,2.8844991406148166,5.039684199579492,8.457690558114923,5.45136177849642,8.879040017426007,6.299605249474365,7.343420462049963,8.320335292207616
False,bearings,anomaly_60,A,True,3.77976314968462,5.192494101851104,5.738793548317167,6.214465011907719,3.3019272488946263,2.0,4.379519139887889,4.999999999999999,4.308869380063767,8.320335292207616,1.0,3.0000000000000004,5.517848352762241,2.0,4.578856970213327,9.58283971412557,9.622602989987483,10.322801154563672,4.999999999999999,6.649399761150975,8.320335292207616
False,bearings,anomaly_60,B,False,2.7144176165949063,3.77976314968462,9.28317766722556,7.883735163105242,6.3496042078727974,5.45136177849642,4.762203155904598,4.820284528350459,6.0822019955734,1.0,3.1748021039363983,4.820284528350459,4.610436292058446,1.5874010519681994,9.000000000000002,4.999999999999999,4.641588833612779,8.987637347075681,7.113786608980125,8.895920362277263,3.0000000000000004
False,bearings,anomaly_60,B,True,2.519842099789746,3.5568933044900626,4.820284528350459,6.316359597656379,9.654893846056302,4.326748710922226,7.651724731089554,4.578856970213327,4.217163326508746,2.154434690031884,2.2894284851066637,4.0,7.651724731089557,1.0,9.966554934125964,5.313292845913055,8.193212706006461,9.622602989987483,6.603854497789252,7.883735163105242,2.620741394208897
False,bearings,anomaly_90,A,False,3.659305710022972,5.039684199579492,8.276772529143365,5.241482788417794,5.313292845913055,1.4422495703074085,7.368062997280775,6.603854497789252,3.4199518933533946,3.5568933044900626,1.8171205928321397,3.5568933044900626,3.659305710022972,3.0365889718756627,5.241482788417794,7.133492489728308,5.45136177849642,7.368062997280775,6.299605249474365,7.343420462049963,7.999999999999998
False,bearings,anomaly_90,A,True,3.8258623655447774,4.93242414866094,3.9148676411688643,5.1924941018511035,5.768998281229634,2.0,7.4888723872185095,7.398636222991413,3.9148676411688643,3.77976314968462,2.0,3.0000000000000004,6.649399761150975,1.0,4.308869380063767,9.892174886497404,9.000000000000002,10.322801154563672,4.641588833612778,6.316359597656379,8.617738760127533
False,bearings,anomaly_90,B,False,1.5874010519681994,2.620741394208897,8.65349742184445,6.0822019955734,5.768998281229634,5.808785733563703,6.000000000000001,4.820284528350459,10.000000000000002,1.709975946676697,5.428835233189813,3.77976314968462,2.924017738212866,1.709975946676697,8.138223044397703,5.45136177849642,7.651724731089557,7.851424410539691,6.868285455319991,9.28317766722556,2.2894284851066637
False,bearings,anomaly_90,B,True,3.0365889718756627,4.160167646103808,6.000000000000001,3.6840314986403864,7.55952629936924,3.4760266448864496,5.943921952763129,4.0,9.654893846056302,2.154434690031884,3.9148676411688634,2.620741394208897,7.829735282337723,1.0,7.318611420045943,4.481404746557165,8.457690558114923,9.966554934125964,6.316359597656379,8.962809493114328,3.1748021039363983
True,shaft,fault,A,False,1.5874010519681994,2.620741394208897,5.428835233189813,4.308869380063767,6.649399761150975,1.4422495703074085,7.651724731089557,9.000000000000002,5.646216173286171,10.000000000000002,4.820284528350459,1.2599210498948732,3.3019272488946263,3.5568933044900626,3.1748021039363983,5.517848352762241,8.987637347075681,7.368062997280775,6.0822019955734,8.242570599617114,9.622602989987483
True,shaft,fault,A,True,1.4422495703074085,2.519842099789746,4.93242414866094,4.308869380063767,6.316359597656378,2.4662120743304703,7.651724731089554,9.000000000000002,4.379519139887889,10.000000000000002,4.308869380063767,1.2599210498948732,7.488872387218506,3.0000000000000004,1.5874010519681994,7.862224182626692,11.000000000000002,8.879040017426007,4.641588833612778,7.268482371328559,7.958114415792782
True,shaft,fault,B,False,1.0,2.0,5.943921952763129,4.308869380063767,6.214465011907715,3.0000000000000004,7.958114415792782,7.55952629936924,8.572618882313398,7.368062997280775,4.578856970213327,8.65349742184445,8.457690558114923,2.519842099789746,8.242570599617114,3.0000000000000004,10.322801154563672,4.820284528350459,5.593444710406984,6.868285455319991,1.0
True,shaft,fault,B,True,2.0,3.0000000000000004,6.257324745675973,5.039684199579492,5.428835233189813,1.8171205928321397,6.463304070095649,6.9520532897729,10.000000000000002,4.326748710922226,3.77976314968462,9.654893846056297,9.892174886497404,2.519842099789746,6.9520532897729,3.4760266448864496,9.622602989987483,6.214465011907718,4.308869380063767,5.593444710406984,1.2599210498948732
True,shaft,anomaly_60,A,False,1.5874010519681994,2.620741394208897,1.709975946676697,5.241482788417794,6.649399761150975,5.768998281229634,5.241482788417794,5.593444710406984,9.28317766722556,9.321697517861576,7.862224182626692,8.457690558114923,2.0800838230519045,4.0,9.28317766722556,2.2894284851066637,6.316359597656379,1.2599210498948732,8.320335292207616,7.883735163105242,6.502957234256936
True,shaft,anomaly_60,A,True,2.519842099789746,3.5568933044900626,1.9129311827723892,5.241482788417794,5.277632087904077,8.320335292207616,6.000000000000001,6.299605249474365,4.641588833612779,5.241482788417794,8.40611799196616,9.165656454330225,2.620741394208897,4.820284528350459,9.252130018365486,1.2599210498948732,7.829735282337727,1.8171205928321397,6.316359597656379,7.82973528233773,4.999999999999999
True,shaft,anomaly_60,B,False,1.5874010519681994,1.2599210498948732,4.0,4.217163326508746,10.000000000000002,6.999999999999999,7.862224182626692,8.320335292207616,6.603854497789252,3.5568933044900626,6.502957234256936,4.308869380063767,5.277632087904077,3.77976314968462,7.651724731089557,1.5874010519681994,9.892174886497404,1.2599210498948732,9.000000000000002,10.000000000000002,5.241482788417794
True,shaft,anomaly_60,B,True,1.2599210498948732,2.2894284851066637,5.241482788417794,5.593444710406984,8.143252849784718,5.0132979349645845,7.663094323935533,6.3496042078727974,7.488872387218506,2.8844991406148166,5.646216173286171,4.379519139887889,5.593444710406984,4.578856970213327,4.820284528350459,1.8171205928321397,4.946087443248701,2.0,9.321697517861576,10.322801154563672,7.55952629936924
True,shaft,anomaly_90,A,False,2.0800838230519045,3.1748021039363987,1.4422495703074085,2.519842099789746,7.862224182626692,10.000000000000002,6.839903786706787,6.999999999999999,5.848035476425731,6.868285455319991,6.999999999999999,7.268482371328559,3.5568933044900626,4.641588833612779,10.656022367666111,2.0,6.502957234256936,1.4422495703074085,9.000000000000002,6.603854497789252,4.0
True,shaft,anomaly_90,A,True,3.5568933044900626,4.578856970213327,1.5874010519681994,2.0,8.65349742184445,8.879040017426007,8.617738760127533,7.611662611020245,2.924017738212866,4.762203155904598,4.93242414866094,5.451361778496419,2.4662120743304703,9.28317766722556,9.461524902909401,2.519842099789746,6.214465011907718,2.154434690031884,8.849344009597909,5.738793548317167,4.0
True,shaft,anomaly_90,B,False,1.5874010519681994,2.620741394208897,5.241482788417794,4.217163326508746,9.28317766722556,6.999999999999999,9.000000000000002,8.617738760127533,1.709975946676697,4.578856970213327,7.398636222991413,3.77976314968462,5.428835233189813,4.641588833612778,6.868285455319991,2.0,10.322801154563672,1.0,7.999999999999998,9.461524902909401,5.277632087904077
True,shaft,anomaly_90,B,True,2.2894284851066637,2.6207413942088964,5.646216173286171,6.0822019955734,8.320335292207616,7.368062997280775,7.958114415792782,7.488872387218506,1.0,4.820284528350459,8.320335292207616,4.578856970213327,5.241482788417792,4.7176939803165325,5.808785733563703,2.0,6.463304070095652,1.0,9.966554934125964,10.656022367666111,5.313292845913055
True,bearings,fault,A,False,1.0,2.0,3.0000000000000004,4.0,7.999999999999998,5.943921952763129,9.000000000000002,10.000000000000002,5.593444710406984,6.316359597656378,7.999999999999998,8.434326653017493,3.1072325059538586,8.276772529143365,3.77976314968462,1.2599210498948732,7.851424410539691,3.77976314968462,5.848035476425733,8.138223044397703,3.4199518933533932
True,bearings,fault,A,True,1.5874010519681994,2.6207413942088964,1.4422495703074085,4.0,8.320335292207616,5.646216173286171,8.65349742184445,10.000000000000002,5.943921952763129,6.257324745675973,6.603854497789252,8.879040017426007,4.578856970213327,9.000000000000002,3.3019272488946263,1.0,10.656022367666111,2.2894284851066637,5.428835233189813,8.138223044397703,4.641588833612778
True,bearings,fault,B,False,2.4662120743304703,3.634241185664279,1.4422495703074085,2.519842099789746,4.762203155904598,7.398636222991413,6.316359597656379,7.318611420045943,6.839903786706787,10.000000000000002,11.000000000000002,5.646216173286171,1.8171205928321397,5.1924941018511035,5.428835233189813,6.0731779437513245,2.0800838230519045,6.9520532897729,9.000000000000002,10.000000000000002,1.5874010519681994
True,bearings,fault,B,True,3.0000000000000004,4.0,1.0,2.0,5.943921952763129,7.829735282337727,7.268482371328559,8.276772529143361,6.0822019955734,8.879040017426007,11.000000000000002,6.316359597656379,2.0,6.316359597656379,4.641588833612778,6.839903786706787,2.0800838230519045,6.0731779437513245,7.862224182626692,10.000000000000002,1.4422495703074085
True,bearings,anomaly_60,A,False,4.0,5.45136177849642,4.641588833612778,5.646216173286171,3.0365889718756627,1.4422495703074085,3.77976314968462,5.241482788417794,10.000000000000002,7.318611420045943,3.0365889718756627,3.0000000000000004,4.0,1.5874010519681994,5.848035476425731,8.457690558114923,7.862224182626692,5.848035476425733,5.241482788417794,7.343420462049963,7.883735163105242
True,bearings,anomaly_60,A,True,6.839903786706787,7.862224182626692,5.943921952763129,6.9520532897729,1.5874010519681994,2.7144176165949068,2.0800838230519045,3.634241185664279,9.654893846056302,5.1924941018511035,2.7144176165949063,3.9148676411688634,7.268482371328559,1.0,3.419951893353394,9.966554934125964,9.622602989987483,10.322801154563672,4.379519139887889,6.603854497789252,5.277632087904077
True,bearings,anomaly_60,B,False,1.5874010519681994,2.620741394208897,8.879040017426007,9.000000000000002,4.999999999999999,5.277632087904077,4.578856970213327,2.0,8.617738760127533,5.241482788417794,1.8171205928321397,3.5568933044900626,8.879040017426007,2.0,9.622602989987483,4.0,9.892174886497404,5.277632087904077,6.0822019955734,7.113786608980125,4.0
True,bearings,anomaly_60,B,True,2.154434690031884,3.3019272488946263,9.654893846056302,8.617738760127533,4.93242414866094,3.659305710022972,3.634241185664279,1.8171205928321397,8.276772529143365,6.214465011907715,1.5874010519681994,3.634241185664279,10.000000000000002,1.2599210498948732,8.65349742184445,3.3019272488946263,9.461524902909401,5.593444710406984,5.646216173286171,6.9520532897729,9.252130018365486
True,bearings,anomaly_90,A,False,4.0,5.45136177849642,4.999999999999999,6.316359597656379,2.8844991406148166,1.4422495703074085,4.160167646103808,5.241482788417794,7.883735163105242,7.368062997280775,2.8844991406148166,2.0800838230519045,4.641588833612778,1.709975946676697,6.603854497789252,7.133492489728308,9.622602989987483,5.848035476425733,4.820284528350459,7.611662611020245,8.617738760127533
True,bearings,anomaly_90,A,True,6.0822019955734,7.113786608980125,6.542132620377179,6.9520532897729,2.0,2.0800838230519045,2.0800838230519045,4.0,8.572618882313398,6.214465011907718,4.121285299808556,5.646216173286171,4.820284528350459,1.0,4.0,10.28827647810178,9.622602989987483,10.000000000000002,3.3019272488946263,4.93242414866094,5.517848352762241
True,bearings,anomaly_90,B,False,2.924017738212866,4.160167646103808,8.65349742184445,8.320335292207616,3.3019272488946263,4.578856970213327,2.7144176165949063,1.4422495703074085,10.000000000000002,6.999999999999999,3.0365889718756627,2.620741394208897,10.28827647810178,1.0,7.883735163105242,4.217163326508746,9.622602989987483,7.937005259840998,4.578856970213327,6.603854497789252,6.3496042078727974
True,bearings,anomaly_90,B,True,4.217163326508746,5.241482788417792,9.321697517861576,7.651724731089557,4.578856970213327,1.4422495703074085,3.1072325059538586,1.5874010519681994,9.654893846056302,7.318611420045943,3.4760266448864496,4.578856970213327,10.656022367666111,1.2599210498948732,6.603854497789252,2.0,9.58283971412557,5.451361778496419,4.641588833612778,7.047298732064893,8.276772529143365
